Orthogroup	GCF_000007365.1_ASM736v1_protein	GCF_000007725.1_ASM772v1_protein	GCF_000009605.1_ASM960v1_protein	GCF_000021065.1_ASM2106v1_protein	GCF_000021085.1_ASM2108v1_protein	GCF_000090965.1_ASM9096v1_protein	GCF_000174075.1_ASM17407v1_protein	GCF_000183225.1_ASM18322v1_protein	GCF_000183245.1_ASM18324v1_protein	GCF_000183285.1_ASM18328v1_protein	GCF_000183305.1_ASM18330v1_protein	GCF_000217635.1_ASM21763v1_protein	GCF_000225445.1_ASM22544v1_protein	GCF_000225465.1_ASM22546v1_protein	GCF_000521525.1_ASM52152v1_protein	GCF_000521545.1_ASM52154v1_protein	GCF_000521565.1_ASM52156v1_protein	GCF_000521585.1_ASM52158v1_protein	GCF_001280225.1_ASM128022v1_protein	GCF_001648115.1_ASM164811v1_protein	GCF_001700895.1_ASM170089v1_protein	GCF_003096055.1_ASM309605v1_protein	GCF_003099975.1_ASM309997v1_protein	GCF_003671935.1_ASM367193v1_protein	GCF_005080705.1_ASM508070v1_protein	GCF_005080725.1_ASM508072v1_protein	GCF_005080745.1_ASM508074v1_protein	GCF_005080765.1_ASM508076v1_protein	GCF_005080785.1_ASM508078v1_protein	GCF_005080825.1_ASM508082v1_protein	GCF_005080845.1_ASM508084v1_protein	GCF_005080865.1_ASM508086v1_protein	GCF_005080885.1_ASM508088v1_protein	GCF_005080965.1_ASM508096v1_protein	GCF_005081185.1_ASM508118v1_protein	GCF_005081445.1_ASM508144v1_protein	GCF_005081705.1_ASM508170v1_protein	GCF_005081945.1_ASM508194v1_protein	GCF_005082145.1_ASM508214v1_protein	GCF_005082365.1_ASM508236v1_protein	GCF_005082585.1_ASM508258v1_protein	GCF_005082825.1_ASM508282v1_protein	GCF_005083105.1_ASM508310v1_protein	GCF_005083345.1_ASM508334v1_protein	GCF_005083565.1_ASM508356v1_protein	GCF_005083845.1_ASM508384v1_protein	GCF_005237295.1_ASM523729v1_protein	GCF_006741185.1_BucNmo_1.0_protein	GCF_009068925.1_ASM906892v1_protein	GCF_009069125.1_ASM906912v1_protein	GCF_011035165.1_ASM1103516v1_protein	GCF_013394915.1_ASM1339491v1_protein	GCF_013487785.1_ASM1348778v1_protein	GCF_900016785.1_BTsPazieg1.0_protein	GCF_900128595.1_BCipseudotaxifoliae_v1.0_protein	GCF_900128725.1_BCifornacula_v1.0_protein	GCF_900128735.1_BCiconfinis_v1.0_protein	GCF_900560745.1_BuCistrobi3249_v2.0_protein	GCF_900698845.1_BuCisplendens_pseudotsugae_v1.0_protein	GCF_900698865.1_BuCicuneomaculata_v1.0_protein	GCF_900698895.1_BuCicurtihirsuta_v1.0_protein	GCF_900698905.1_BuCikochiana_v1.0_protein	GCF_900698915.1_BuCicurvipes_v1.0_protein	GCF_900698945.1_BuCilaricifoliae_v1.0_protein	GCF_900698975.1_BuCisplendens_Palmer_v1.0_protein	GCF_900699025.1_BuCipseudotaxifoliae_v2.0_protein	GCF_900699035.1_BuCipiceae_v1.0_protein
OG0000000	WP_011053859.1	WP_011091443.1	WP_009874305.1, WP_079172746.1	WP_014498742.1, WP_079172746.1	WP_009874305.1, WP_079172746.1	WP_011672604.1	WP_009874305.1, WP_079172746.1	WP_014498742.1, WP_079172746.1	WP_014498742.1	WP_014498906.1, WP_079172746.1	WP_009874305.1, WP_079172746.1	WP_041750165.1	WP_044005638.1, WP_044005662.1		WP_025368983.1	WP_025368983.1	WP_025404228.1	WP_025368983.1	WP_053940299.1	WP_082252565.1	WP_075433377.1	WP_158341215.1	WP_011053859.1	WP_158361223.1	WP_158349495.1	WP_158350632.1	WP_187307816.1	WP_158341803.1		WP_158353500.1	WP_158337244.1	WP_158343636.1	WP_187308543.1	WP_158354960.1, WP_158355428.1	WP_158356049.1	WP_187308313.1	WP_158357761.1, WP_158358264.1	WP_158359544.1, WP_158359547.1	WP_158360640.1	WP_158364519.1, WP_158364521.1	WP_158338491.1	WP_158365739.1	WP_158366729.1	WP_158368843.1	WP_158339530.1, WP_187308787.1	WP_158340101.1	WP_158340670.1, WP_158340671.1	WP_158344940.1	WP_158346453.1	WP_158347709.1	WP_163119344.1	WP_178919239.1	WP_158360640.1	WP_075472656.1	WP_075474745.1	WP_075433893.1, WP_075433896.1	WP_075431971.1	WP_158349103.1	WP_154060827.1	WP_154027450.1	WP_154061187.1, WP_154061188.1	WP_154028612.1	WP_154029275.1	WP_154061560.1	WP_154048910.1	WP_075474745.1	WP_154049282.1
OG0000001	WP_011053761.1	WP_011091354.1	WP_010896023.1	WP_009874197.1	WP_009874197.1	WP_011672545.1	WP_009874197.1	WP_009874197.1	WP_014498722.1	WP_009874197.1	WP_009874197.1	WP_041750163.1, WP_160141508.1	WP_014499397.1	WP_014499949.1	WP_025368882.1	WP_025368882.1	WP_025368882.1	WP_025368882.1	WP_053940207.1	WP_082252559.1	WP_075433283.1	WP_158341311.1	WP_011053761.1	WP_158361414.1	WP_187306094.1	WP_158350498.1	WP_187307834.1	WP_187305767.1		WP_158353334.1	WP_158337046.1	WP_158343459.1	WP_158362510.1	WP_158354773.1	WP_158355953.1	WP_158356520.1	WP_158357556.1	WP_158359324.1	WP_158360543.1	WP_158364316.1	WP_158338283.1	WP_158365638.1	WP_158366527.1	WP_158368657.1	WP_158339429.1	WP_158340001.1	WP_158340569.1	WP_158344792.1	WP_158346266.1	WP_158347516.1	WP_163119184.1	WP_158346266.1	WP_180818861.1	WP_075472524.1	WP_075474615.1	WP_082253674.1	WP_075431861.1	WP_158349043.1	WP_154060771.1	WP_154027335.1	WP_154061129.1, WP_154061130.1	WP_154028497.1	WP_154029213.1, WP_154029214.1	WP_154061503.1	WP_154048853.1	WP_075474615.1	WP_154049222.1, WP_172598701.1
OG0000002	WP_011053774.1	WP_011091366.1	WP_010896029.1	WP_012619484.1	WP_009874211.1	WP_011672553.1	WP_009874211.1	WP_012619484.1	WP_044056579.1	WP_012619484.1	WP_012619484.1	WP_013877889.1	WP_014499410.1	WP_014499961.1	WP_025368896.1	WP_025368896.1	WP_025368896.1	WP_025368896.1	WP_053940219.1	WP_082252560.1	WP_075433295.1	WP_158341298.1	WP_011053774.1	WP_158361390.1	WP_158349438.1	WP_158350517.1	WP_158336468.1	WP_158341735.1	WP_158351753.1	WP_158353350.1	WP_158337072.1	WP_158343481.1	WP_158362529.1	WP_158354800.1	WP_158355963.1	WP_158356532.1	WP_158357583.1	WP_158359349.1	WP_158360556.1	WP_158364343.1	WP_158338312.1	WP_158365650.1	WP_158366554.1	WP_158368680.1	WP_158339443.1	WP_158340013.1	WP_158340583.1	WP_162500959.1	WP_158346290.1	WP_158347542.1	WP_163119204.1	WP_158346290.1	WP_158360556.1	WP_075472541.1	WP_075474630.1	WP_075433774.1	WP_082252720.1, WP_082252721.1	WP_158349051.1	WP_154060778.1	WP_154027351.1	WP_154061137.1	WP_154028513.1	WP_154029221.1	WP_154061510.1	WP_154048860.1	WP_075474630.1	WP_154049229.1
OG0000003	WP_011053970.1	WP_011091531.1	WP_009874428.1	WP_012619565.1	WP_009874428.1	WP_011672673.1	WP_009874428.1	WP_014499166.1	WP_014498777.1	WP_009874428.1	WP_014499071.1	WP_013878016.1	WP_014499612.1	WP_014500153.1	WP_025369100.1	WP_025369100.1	WP_025369100.1	WP_025369100.1	WP_053940400.1	WP_075474310.1	WP_075433486.1	WP_158341105.1	WP_011053970.1	WP_158361114.1	WP_158349562.1	WP_158350761.1	WP_158336646.1, WP_187307840.1	WP_158341959.1	WP_158351974.1	WP_158353919.1	WP_158337465.1	WP_158343817.1	WP_158362894.1	WP_158355187.1	WP_158356149.1	WP_158356726.1	WP_158357998.1	WP_158359792.1	WP_158360748.1	WP_158364738.1	WP_158338713.1	WP_158365852.1	WP_158366944.1	WP_158369048.1	WP_158339643.1	WP_158340211.1	WP_158340786.1	WP_158345095.1	WP_158346668.1	WP_158347922.1	WP_163119525.1	WP_178919374.1	WP_158360748.1	WP_075472806.1	WP_075474849.1	WP_075434068.1	WP_075432097.1	WP_158349169.1	WP_154060894.1	WP_154027588.1	WP_172598443.1	WP_154028754.1	WP_172598553.1	WP_154061629.1	WP_172598693.1	WP_075474849.1	WP_154049353.1
OG0000004	WP_009874442.1	WP_011091543.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_011672684.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_013878025.1	WP_009874442.1	WP_013878025.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_009874442.1	WP_075474322.1	WP_011091543.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_158349571.1	WP_158349571.1	WP_011091543.1	WP_158341984.1	WP_158349571.1	WP_158353696.1	WP_009874442.1	WP_009874442.1	WP_158362916.1	WP_009874442.1	WP_009874442.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_009874442.1	WP_025369112.1	WP_009874442.1	WP_009874442.1	WP_158366969.1	WP_009874442.1	WP_025369112.1	WP_011091543.1	WP_009874442.1	WP_158345111.1	WP_009874442.1	WP_009874442.1	WP_013878025.1	WP_009874442.1	WP_009874442.1	WP_009874442.1	WP_025369112.1	WP_025369112.1	WP_013878025.1	WP_158349180.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1	WP_025369112.1
OG0000005	WP_011053539.1	WP_011091146.1	WP_010895896.1	WP_012619398.1	WP_009873963.1	WP_011672406.1	WP_009873963.1	WP_014499098.1	WP_012619398.1	WP_012619398.1	WP_014498975.1	WP_013877738.1	WP_014499176.1	WP_014499741.1	WP_025368665.1	WP_025368665.1	WP_025368665.1	WP_025368665.1	WP_053939998.1	WP_075473713.1	WP_075433076.1	WP_158341528.1	WP_011053539.1	WP_158361001.1	WP_158349280.1	WP_158350193.1	WP_158336227.1	WP_158341555.1	WP_158351473.1	WP_158352986.1	WP_158336797.1	WP_158343044.1	WP_158362101.1	WP_158354348.1	WP_158355747.1	WP_158356309.1	WP_158357121.1	WP_158358853.1	WP_158360328.1	WP_158363872.1	WP_158337857.1	WP_158365377.1	WP_158366205.1	WP_158368190.1	WP_158339161.1	WP_158339782.1	WP_158340358.1	WP_158344438.1	WP_158345849.1	WP_158348142.1	WP_163118815.1	WP_178918882.1	WP_158360328.1	WP_075472240.1	WP_075474444.1	WP_075433630.1	WP_075431617.1	WP_158348880.1	WP_154060629.1	WP_154026939.1	WP_154060996.1	WP_154028204.1	WP_154029073.1	WP_154061360.1	WP_154048711.1	WP_075474444.1	WP_154049085.1
OG0000006	WP_011053548.1	WP_011091155.1	WP_010895901.1	WP_012619400.1	WP_009873972.1	WP_011672407.1	WP_009873972.1	WP_009873972.1	WP_009873972.1	WP_009873972.1	WP_014498980.1	WP_013877739.1	WP_014499185.1	WP_014499750.1	WP_025368674.1	WP_025368674.1	WP_025368674.1	WP_025368674.1	WP_053940005.1	WP_075473727.1	WP_075433085.1	WP_158341519.1	WP_011053548.1	WP_158360993.1	WP_158349289.1	WP_158350211.1	WP_158336235.1	WP_158341563.1	WP_158351489.1	WP_158353004.1	WP_158336805.1	WP_158343060.1	WP_158362113.1	WP_158354368.1	WP_158355756.1	WP_158356318.1	WP_158357138.1	WP_158358871.1	WP_158360336.1	WP_158363891.1	WP_158337875.1	WP_158365395.1	WP_158366213.1	WP_158368215.1	WP_158339179.1	WP_158339790.1	WP_158340366.1	WP_158344457.1	WP_158345861.1	WP_158348160.1	WP_163118827.1	WP_178918888.1	WP_158360336.1	WP_075472242.1	WP_075474445.1	WP_075433631.1	WP_075431619.1	WP_158348881.1	WP_154060630.1	WP_154026943.1	WP_154060997.1	WP_154028206.1	WP_154029074.1	WP_154061361.1	WP_154048712.1	WP_075474445.1	WP_154049086.1
OG0000007	WP_011053549.1	WP_011091156.1	WP_010895902.1	WP_012619401.1	WP_009873973.1	WP_011672408.1	WP_009873973.1	WP_012619401.1	WP_012619401.1	WP_012619401.1	WP_014498981.1	WP_013877740.1	WP_014499186.1	WP_014499751.1	WP_025384556.1	WP_025384556.1	WP_025384556.1	WP_025368675.1	WP_053940006.1	WP_075473729.1	WP_075433086.1	WP_158341518.1	WP_011053549.1	WP_158360992.1	WP_158349290.1	WP_158350213.1	WP_158336236.1	WP_158341564.1	WP_158351491.1	WP_158353007.1	WP_158336806.1	WP_158343062.1	WP_158362116.1	WP_158354370.1	WP_158355757.1	WP_158356319.1	WP_158357140.1	WP_158358873.1	WP_158360337.1	WP_158363893.1	WP_158337877.1	WP_158365397.1	WP_158366214.1	WP_158368218.1	WP_158339181.1	WP_158339791.1	WP_158340367.1	WP_158344459.1	WP_158345863.1	WP_158348162.1	WP_163118828.1	WP_178918891.1	WP_158360337.1	WP_075472244.1	WP_075474446.1	WP_075433632.1	WP_075431621.1	WP_158348882.1	WP_154060631.1	WP_154026946.1	WP_154060998.1	WP_154028208.1	WP_154029075.1	WP_154061362.1	WP_154048713.1	WP_075474446.1	WP_154049087.1
OG0000008	WP_011053551.1	WP_011091158.1	WP_009873975.1	WP_009873975.1	WP_009873975.1	WP_011672410.1	WP_009873975.1	WP_009873975.1	WP_009873975.1	WP_009873975.1	WP_009873975.1	WP_013877742.1	WP_009873975.1	WP_014499753.1	WP_025368677.1	WP_025368677.1	WP_025368677.1	WP_025368677.1	WP_053940008.1	WP_075473731.1	WP_075433088.1	WP_158341516.1	WP_011053551.1	WP_009873975.1	WP_158349291.1	WP_158350215.1	WP_158336237.1	WP_158341565.1	WP_158351493.1	WP_158353009.1	WP_009873975.1	WP_158343066.1	WP_158362120.1	WP_025368677.1	WP_025368677.1	WP_158356321.1	WP_009873975.1	WP_025368677.1	WP_158360339.1	WP_158337881.1	WP_158337881.1	WP_158337881.1	WP_158366216.1	WP_158339793.1	WP_011053551.1	WP_158339793.1	WP_025368677.1	WP_158344461.1	WP_158345867.1	WP_158348166.1	WP_163118831.1	WP_158345867.1	WP_158360339.1	WP_075472247.1	WP_075474448.1	WP_075433633.1	WP_075431625.1	WP_158348884.1	WP_154060634.1	WP_154026949.1	WP_154049088.1	WP_154028210.1	WP_154029076.1	WP_154061363.1	WP_154048715.1	WP_075474448.1	WP_154049088.1
